"","city","county_name","lat","lng","zips"
"1242","Bystrom","Stanislaus",37.6199,-120.9827,"95351"
"1243","Cambrian Park","Santa Clara",37.2563,-121.9289,"95124"
"1244","Palos Verdes Estates","Los Angeles",33.7871,-118.3976,"90274"
"1245","Sea Ranch","Sonoma",38.7165,-123.4527,"95497"
"1246","San Jose","Santa Clara",37.302,-121.8488,"95118 95128 95124 95125 95126 95127 95120 95123 95008 95002 95117 95116 95111 95110 95113 95112 95119 95121 95148 95133 95132 95131 95130 95136 95135 95134 95139 95138 95037 95013 95129 95122 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95170 95172 95173 95190 95191 95192 95193 95194 95196"
"1247","Penryn","Placer",38.8478,-121.1699,"95663 95650"
"1248","Freedom","Santa Cruz",36.9403,-121.7963,"95076 95019"
"1249","Clay","Sacramento",38.314,-121.1596,"95638"
"1250","Pescadero","San Mateo",37.2507,-122.3725,"94060"
"1251","Yolo","Yolo",38.7405,-121.8093,"95697 95695"
"1252","Pala","San Diego",33.3617,-117.0696,"92059"
"1253","Calpine","Sierra",39.6633,-120.4436,"96124"
"1254","South Lake Tahoe","El Dorado",38.9393,-119.9828,"96150 96151 96152 96154 96156 96157 96158"
"1255","Carlsbad","San Diego",33.1246,-117.2836,"92008 92009 92011 92010 92013 92018"
"1256","Cardiff-by-the-Sea","San Diego",33.0217,-117.2811,"92007"
"1257","Redlands","San Bernardino",34.0512,-117.171,"92359 92373 92374 92346 92375"
"1258","Prunedale","Monterey",36.8064,-121.6555,"95076 95004 93907"
"1259","Clovis","Fresno",36.8283,-119.6851,"93611 93612 93619 93613 93747"
"1260","Manila","Humboldt",40.8513,-124.1631,"95521"
"1261","Mortmar","Riverside",38.4464,-122.1945,"94558"
"1262","Nice","Lake",39.1266,-122.8525,"95485 95464"
"1263","Leucadia","San Diego",33.0681,-117.3034,"92024"
"1264","Mountain Ranch","Calaveras",38.2509,-120.5119,"95245 95246"
"1265","Camino Tassajara","Contra Costa",37.7909,-121.885,"94506"
"1266","Mountain View","Santa Clara",37.4001,-122.0796,"94040 94041 94043 94039 94042"
"1267","Cedar Glen","San Bernardino",34.2539,-117.1648,"92321"
"1268","Lathrop","San Joaquin",37.8162,-121.3126,"95330 95231"
"1269","Crestline","San Bernardino",34.2486,-117.289,"92391 92322 92325"
"1270","Garden Acres","San Joaquin",37.9637,-121.2296,"95215"
"1271","California Hot Springs","Tulare",35.8863,-118.6561,"93207"
"1272","Truckee","Nevada",39.3455,-120.1848,"96161 96160"
"1273","Monterey","Monterey",36.5922,-121.8807,"93943 93940 93942 93944"
"1274","Requa","Del Norte",41.5468,-124.0665,"95548"
"1275","Pioneer","Amador",38.4355,-120.5848,"95666"
"1276","Sugarloaf Village","Tulare",35.8269,-118.6354,"93260"
"1277","Fuller Acres","Kern",35.3023,-118.9143,"93307"
"1278","Oxnard","Ventura",34.1961,-119.1821,"93035 93036 93030 93033 93031 93032 93034"
"1279","Amboy","San Bernardino",34.5578,-115.7444,"92304"
"1280","Elderwood","Tulare",36.4716,-119.1223,"93286"
"1281","Desert Center","Riverside",33.7378,-115.3666,"92239"
"1282","Dogtown","San Joaquin",38.2096,-121.1551,"95220"
"1283","Kentfield","Marin",37.9481,-122.5498,"94904 94914 94974"
"1284","Broadmoor","San Mateo",37.6914,-122.4811,"94015"
"1285","Manton","Tehama",40.4202,-121.854,"96059"
"1286","Camino","El Dorado",38.7412,-120.6815,"95709"
"1287","Clayton","Contra Costa",37.9403,-121.9301,"94517"
"1288","Lodoga","Colusa",39.3043,-122.506,"95979"
"1289","French Gulch","Shasta",40.7166,-122.6311,"96033 96095"
"1290","Winton","Merced",37.3854,-120.6173,"95388 95344"
"1291","Boyes Hot Springs","Sonoma",38.3126,-122.4888,"95476 95416"
"1292","Woodlake","Tulare",36.4124,-119.0998,"93286"
"1293","Bostonia","San Diego",32.8189,-116.948,"92021"
"1294","Philo","Mendocino",39.0657,-123.4453,"95466 95415"
"1295","Chinese Camp","Tuolumne",37.8703,-120.4443,"95327 95309"
"1296","Villa Park","Orange",33.818,-117.8104,"92861"
"1297","Oakville","Napa",38.4384,-122.4067,"94558"
"1298","River Pines","Amador",38.5454,-120.7475,"95675"
"1299","Ono","Shasta",40.4752,-122.6181,"96047"
"1300","Gazelle","Siskiyou",41.5133,-122.5215,"96034"
"1301","Hamilton City","Glenn",39.7422,-122.0125,"95951"
"1302","Grangeville","Kings",36.344,-119.7075,"93230"
"1303","Mead Valley","Riverside",33.8333,-117.2849,"92570"
"1304","Korbel","Humboldt",40.8704,-123.9584,"95550"
"1305","Redondo Beach","Los Angeles",33.8574,-118.3766,"90278 90277"
"1306","Gonzales","Monterey",36.5061,-121.4429,"93926"
"1307","Orland","Glenn",39.7461,-122.185,"95963"
"1308","Twin Lakes","Santa Cruz",36.9646,-121.9896,"95062"
"1309","Pico Rivera","Los Angeles",33.9902,-118.0888,"90660 90661 90662"
"1310","San Lucas","Monterey",36.1284,-121.0217,"93954"
"1311","Stanton","Orange",33.8002,-117.9935,"90680"
"1312","Thousand Oaks","Ventura",34.1914,-118.8755,"91320 91361 91362 91360 91319 91358 91359"
"1313","Clearlake Oaks","Lake",39.0218,-122.6593,"95423"
"1314","Doyle","Lassen",40.0274,-120.1172,"96109"
"1315","Colton","San Bernardino",34.0538,-117.3254,"92324"
"1316","Bear Creek","Merced",37.2966,-120.4177,"95340"
"1317","Ballico","Merced",37.4519,-120.7037,"95303"
"1318","Shafter","Kern",35.478,-119.1992,"93263 93314"
"1319","Cerritos","Los Angeles",33.8677,-118.0686,"90703"
"1320","Loyalton","Sierra",39.6768,-120.2448,"96118"
"1321","Little Valley","Lassen",40.893,-121.1781,"96056"
"1322","Mountain View Acres","San Bernardino",34.4976,-117.347,"92392"
"1323","Shingle Springs","El Dorado",38.6666,-120.937,"95682"
"1324","Montclair","San Bernardino",34.0714,-117.6981,"91763"
"1325","Smith Corner","Kern",35.4788,-119.2771,"93263"
"1326","Vandenberg Village","Santa Barbara",34.7111,-120.4623,"93436"
"1327","Lexington Hills","Santa Clara",37.1616,-121.9879,"95033 95026 95044"
"1328","Montpelier","Stanislaus",37.5449,-120.706,"95316"
"1329","Ford City","Kern",35.1647,-119.4584,"93268"
"1330","Russell City","Alameda",37.6527,-122.1336,"94545"
"1331","Johnstonville","Lassen",40.3789,-120.5846,"96130"
"1332","Pine Cove","Riverside",33.7606,-116.7378,"92549"
"1333","Port Hueneme","Ventura",34.1617,-119.2036,"93043 93041 93044"
"1334","Harmony","San Luis Obispo",35.5086,-121.0227,"93430"
"1335","Somes Bar","Siskiyou",41.3762,-123.4762,"96031"
"1336","Isleton","Sacramento",38.1617,-121.6051,"95641"
"1337","Paynes Creek","Tehama",40.3409,-121.9175,"96080 96075"
"1338","Scotia","Humboldt",40.4774,-124.1032,"95565"
"1339","Claremont","Los Angeles",34.1259,-117.7153,"91711"
"1340","Fort Dick","Del Norte",41.8663,-124.1526,"95531"
"1341","Chino","San Bernardino",33.9836,-117.6653,"91708 91710"
"1342","Alpine","San Diego",32.8439,-116.7585,"91901 91903"
"1343","Orange Cove","Fresno",36.6211,-119.3188,"93646"
"1344","Valinda","Los Angeles",34.0401,-117.93,"91744"
"1345","Castroville","Monterey",36.765,-121.7535,"95012"
"1346","Coulterville","Mariposa",37.7106,-120.1991,"95311"
"1347","Grass Valley","Nevada",39.2236,-121.0549,"95945"
"1348","Casa de Oro","San Diego",32.7489,-116.9809,"91977"
"1349","Quartz Hill","Los Angeles",34.6527,-118.2163,"93536 93586"
"1350","Kingvale","Nevada",39.3204,-120.4386,"96161"
"1351","Mohawk Vista","Plumas",39.8048,-120.5883,"96103"
"1352","Pine Grove","Amador",38.4074,-120.6606,"95665"
"1353","North Richmond","Contra Costa",37.9642,-122.3711,"94801"
"1354","Ben Lomond","Santa Cruz",37.0782,-122.0882,"95005 95018"
"1355","Forest Meadows","Calaveras",38.1664,-120.4052,"95247"
"1356","Calwa","Fresno",36.7137,-119.7613,"93725"
"1357","Snelling","Merced",37.5215,-120.4387,"95369"
"1358","Loma Mar","San Mateo",37.2658,-122.3007,"94021 94060"
"1359","Top of the World","Orange",33.5484,-117.7542,"92651"
"1360","Placentia","Orange",33.8807,-117.8553,"92870 92811 92871"
"1361","Garberville","Humboldt",40.1003,-123.7948,"95542"
"1362","Placerville","El Dorado",38.7309,-120.7979,"95667"
"1363","Dos Palos Y","Merced",37.0469,-120.6395,"93620"
"1364","Dunlap Acres","San Bernardino",34.0311,-117.1075,"92399"
"1365","Palermo","Butte",39.4313,-121.5225,"95968 95965 95966"
"1366","Lincoln","Placer",38.8749,-121.2943,"95648"
"1367","Yettem","Tulare",36.4866,-119.2547,"93292 93615"
"1368","Atwood","Orange",33.8656,-117.8309,"92870"
"1369","Daphnedale Park","Modoc",41.5089,-120.5507,"96101"
"1370","Myers Flat","Humboldt",40.2666,-123.8737,"95554"
"1371","Anderson","Shasta",40.4509,-122.2961,"96007"
"1372","Auburn","Placer",38.8948,-121.0778,"95603"
"1373","Lawndale","Los Angeles",33.8884,-118.3531,"90260"
"1374","Verdemont","San Bernardino",34.1931,-117.3675,"92407"
"1375","Los Trancos Woods","San Mateo",37.3494,-122.1994,"94028"
"1376","Felton","Santa Cruz",37.0392,-122.0804,"95018"
"1377","Westminster","Orange",33.7523,-117.9938,"92683 92684 92685"
"1378","Calavo Gardens","San Diego",32.7628,-116.9611,"91941"
"1379","Nubieber","Lassen",41.0967,-121.1814,"96068"
"1380","Grossmont","San Diego",32.7784,-116.9884,"91941"
"1381","Patterson","Stanislaus",37.4734,-121.144,"95363"
"1382","Nuevo","Riverside",33.8011,-117.1415,"92567"
"1383","Grand Terrace","San Bernardino",34.0312,-117.3133,"92313"
"1384","Las Lomas","Monterey",36.8688,-121.7317,"95076"
"1385","Mokelumne Hill","Calaveras",38.3057,-120.706,"95245"
"1386","Derby Acres","Kern",35.2439,-119.6039,"93224"
"1387","Lompico","Santa Cruz",37.1101,-122.0523,"95005 95018"
"1388","Big Sur","Monterey",36.2702,-121.8075,"93920"
"1389","Sheridan","Placer",38.969,-121.3559,"95681 95648"
"1390","Blue Canyon","Placer",39.2571,-120.711,"95715"
"1391","Toms Place","Mono",37.5613,-118.6812,"93546"
"1392","Bangor","Butte",39.3761,-121.4117,"95966 95901 95914"
"1393","San Geronimo","Marin",38.0067,-122.6634,"94963"
"1394","Piru","Ventura",34.4076,-118.7999,"93040 93015"
"1395","Piercy","Mendocino",39.9663,-123.7953,"95587"
"1396","Lindsay","Tulare",36.2079,-119.0902,"93247"
"1397","Kings Beach","Placer",39.249,-120.0201,"96143"
"1398","Beverly Hills","Los Angeles",34.0786,-118.4021,"90212 90211 90210 90209"
"1399","Union City","Alameda",37.603,-122.0187,"94587"
"1400","Poso Park","Tulare",35.8112,-118.6358,"93260"
"1401","Cottonwood","Shasta",40.3904,-122.286,"96022"
"1402","Bend","Tehama",40.2561,-122.2095,"96080"
"1403","Angiola","Tulare",35.9891,-119.476,"93212"
"1404","Salyer","Trinity",40.8901,-123.5845,"95563"
"1405","Bishop","Inyo",37.3665,-118.3958,"93514 93515"
"1406","Shoshone","Inyo",35.951,-116.3055,"92384"
"1407","Tonyville","Tulare",36.2474,-119.0903,"93247"
"1408","Flinn Springs","San Diego",32.8551,-116.8525,"92021"
"1409","La Verne","Los Angeles",34.1208,-117.7702,"91750"
"1410","Klamath","Del Norte",41.5324,-124.0074,"95548"
"1411","Kenwood","Sonoma",38.4153,-122.5387,"95452 95442"
"1412","Yucca Valley","San Bernardino",34.1231,-116.4215,"92284"
"1413","Worth","Tulare",36.0525,-118.937,"93257"
"1414","Independence","Inyo",36.8274,-118.2132,"93526"
"1415","Moss Landing","Monterey",36.8019,-121.7872,"95039"
"1416","North Highlands","Sacramento",38.6713,-121.3721,"95660 95841"
"1417","Midpines","Mariposa",37.5531,-119.9485,"95338 95345"
"1418","Big Bear City","San Bernardino",34.2536,-116.7903,"92314 92386"
"1419","Lost Hills","Kern",35.6254,-119.6789,"93249"
"1420","Lucerne Valley","San Bernardino",34.4427,-116.9021,"92356"
"1421","Needles","San Bernardino",34.816,-114.6192,"92363"
"1422","Live Oak Springs","San Diego",32.6906,-116.3345,"91905"
"1423","Coffee Creek","Trinity",41.0802,-122.7136,"96091"
"1424","Stirling City","Butte",39.9065,-121.5361,"95954"
"1425","Keswick","Shasta",40.6134,-122.4606,"96001"
"1426","Carrick","Siskiyou",41.4467,-122.3635,"96094"
"1427","King City","Monterey",36.2165,-121.133,"93930"
"1428","Rimforest","San Bernardino",34.2297,-117.225,"92378"
"1429","Lincoln Acres","San Diego",32.6678,-117.0728,"91950"
"1430","Bodega Bay","Sonoma",38.325,-123.0308,"94923"
"1431","Orick","Humboldt",41.2909,-124.0692,"95555"
"1432","Rancho San Diego","San Diego",32.7624,-116.9197,"92019"
"1433","El Nido","Merced",37.1324,-120.4985,"95317"
"1434","Hydesville","Humboldt",40.5579,-124.0822,"95547"
"1435","Lemon Heights","Orange",33.7589,-117.782,"92705"
"1436","East San Gabriel","Los Angeles",34.1198,-118.0807,"91775"
"1437","Agua Dulce","Los Angeles",34.5044,-118.316,"91390"
"1438","Visalia","Tulare",36.3271,-119.3265,"93277 93291 93292 93278 93279 93290"
"1439","Camden","Fresno",36.4311,-119.7979,"93242"
"1440","Tara Hills","Contra Costa",37.9939,-122.3188,"94806"
"1441","Ridgemark","San Benito",36.8082,-121.3623,"95023"
"1442","Castaic","Los Angeles",34.4818,-118.6316,"91384 91310"
"1443","San Luis Rey","San Diego",33.232,-117.3236,"92058"
"1444","San Leandro","Alameda",37.7071,-122.1601,"94578 94579 94577 94622"
"1445","Larkspur","Marin",37.9394,-122.5313,"94939 94904 94977"
"1446","Banning","Riverside",33.946,-116.8992,"92220"
"1447","Delleker","Plumas",39.8101,-120.4969,"96122"
"1448","Mountain Gate","Shasta",40.7184,-122.3263,"96003"
"1449","Linden","San Joaquin",38.0186,-121.0994,"95236"
"1450","Poway","San Diego",32.9872,-117.0201,"92064 92074"
"1451","Taylorsville","Plumas",40.0587,-120.8386,"95983"
"1452","Bolinas","Marin",37.9177,-122.7095,"94924"
"1453","Tres Pinos","San Benito",36.7904,-121.3105,"95075 95023"
"1454","Westley","Stanislaus",37.5524,-121.2124,"95363"
"1455","Los Angeles","Los Angeles",34.114,-118.4068,"90291 90293 90292 90029 91316 91311 90035 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91306 91307 91344 91345 91340 91342 91343 90034 90037 90036 90031 90033 90039 90038 90247 90248 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90017 90016 90015 90014 90028 90090 90095 90094 91042 91040 90069 91352 91356 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 90010 91423 90210 91303 91304 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90272 90732 90731 90230 91406 91405 91403 91401 91367 91364 90032 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90189 90213 90294 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618"
"1456","Richvale","Butte",39.4937,-121.7507,"95965"
"1457","Santa Paula","Ventura",34.3521,-119.0698,"93060 93061"
"1458","Lake Almanor Country Club","Plumas",40.2578,-121.147,"96137"
"1459","Campo","San Diego",32.6394,-116.4744,"91906"
"1460","Big Creek","Fresno",37.2035,-119.2486,"93605"
"1461","Moreno","Riverside",33.9175,-117.1578,"92555"
"1462","Round Valley","Inyo",37.4067,-118.5819,"93514"
"1463","Sky Valley","Riverside",33.8912,-116.3551,"92241"
"1464","Dinuba","Tulare",36.5453,-119.3989,"93618"
"1465","Berenda","Madera",37.0402,-120.1535,"93638"
"1466","Modesto","Stanislaus",37.6371,-121.003,"95358 95356 95355 95354 95351 95350 95352 95353 95397"
"1467","East Quincy","Plumas",39.9165,-120.9189,"95971"
"1468","La Mirada","Los Angeles",33.9025,-118.0093,"90638 90637 90639"
"1469","Ione","Amador",38.3612,-120.9422,"95640"
"1470","Rio Vista","Solano",38.1762,-121.7034,"94571"
"1471","Alum Rock","Santa Clara",37.3694,-121.824,"95127"
"1472","Santa Clara","Santa Clara",37.3646,-121.9679,"95054 95050 95051 95053 95052 95055 95056"
"1473","Pajaro","Monterey",36.9016,-121.7417,"95076"
"1474","Blue Jay","San Bernardino",34.2461,-117.2098,"92352"
"1475","Cutten","Humboldt",40.7657,-124.1446,"95503"
"1476","Monmouth","Fresno",36.5656,-119.7405,"93725"
"1477","Inverness","Marin",38.0821,-122.8471,"94937 94956"
"1478","Penngrove","Sonoma",38.3005,-122.6707,"94951"
"1479","El Verano","Sonoma",38.2975,-122.4915,"95476 95433"
"1480","Dana Point","Orange",33.4733,-117.6969,"92629 92624"
"1481","Squaw Valley","Fresno",36.6944,-119.2,"93675 93646"
"1482","Perris","Riverside",33.7897,-117.2233,"92570 92571 92585 92572 92599"
"1483","Paicines","San Benito",36.7286,-121.2785,"95043"
"1484","Rohnert Park","Sonoma",38.348,-122.6964,"94928 94927"
"1485","Altadena","Los Angeles",34.1934,-118.1355,"91104 91001 91003"
"1486","Twain Harte","Tuolumne",38.0384,-120.234,"95370 95383"
"1487","Midway City","Orange",33.7451,-117.9849,"92655"
"1488","Livingston","Merced",37.3875,-120.7249,"95334"
"1489","Lindcove","Tulare",36.3595,-119.0721,"93221"
"1490","Antelope","Sacramento",38.7153,-121.361,"95843"
"1491","Foothill Farms","Sacramento",38.6867,-121.3475,"95842 95841"
"1492","Glamis","Imperial",32.9975,-115.0719,"92227"
"1493","East Pasadena","Los Angeles",34.1377,-118.0776,"91107"
"1494","Martinez","Contra Costa",37.9985,-122.116,"94553"
"1495","Shaver Lake","Fresno",37.0971,-119.3245,"93664"
"1496","Alleghany","Sierra",39.4666,-120.841,"95910"
"1497","Inglewood","Los Angeles",33.9566,-118.3444,"90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312"
"1498","Imperial","Imperial",32.8375,-115.5719,"92251"
"1499","Fort Irwin","San Bernardino",35.2476,-116.6834,"92310"
"1500","Lone Pine","Inyo",36.5774,-118.0777,"93545"
"1501","Smith River","Del Norte",41.9249,-124.1494,"95567"
"1502","San Ramon","Contra Costa",37.7625,-121.9366,"94582 94583"
"1503","Canyon Lake","Riverside",33.6884,-117.2621,"92587"
"1504","Coalinga","Fresno",36.1432,-120.3268,"93210"
"1505","Tipton","Tulare",36.0585,-119.313,"93272"
"1506","Carmet","Sonoma",38.3743,-123.0721,"94923"
"1507","Tehachapi","Kern",35.127,-118.4751,"93561 93581"
"1508","Solvang","Santa Barbara",34.5936,-120.1401,"93463"
"1509","Cedar Ridge","Tuolumne",38.0661,-120.2737,"95370"
"1510","Platina","Shasta",40.3596,-122.8947,"96076"
"1511","Dos Palos","Merced",36.9854,-120.6337,"93620"
"1512","Grimes","Colusa",39.0741,-121.8988,"95950"
"1513","Arden Town","Sacramento",38.5741,-121.383,"95864"
"1514","La Puente","Los Angeles",34.0323,-117.9533,"91746 91744 91747 91749"
"1515","Romoland","Riverside",33.7648,-117.1572,"92585"
"1516","Volta","Merced",37.0875,-120.9235,"93635"
"1517","Weimar","Placer",39.0374,-120.9724,"95713"
"1518","Jenner","Sonoma",38.4511,-123.1204,"95450 95465"
"1519","Farmersville","Tulare",36.3054,-119.2082,"93223"
"1520","Graton","Sonoma",38.4376,-122.866,"95444 95472"
"1521","Bloomington","San Bernardino",34.0604,-117.4015,"92316"
"1522","Plumas Eureka","Plumas",39.7982,-120.6645,"96103"
"1523","South El Monte","Los Angeles",34.0493,-118.0484,"91733"
"1524","Milford","Lassen",40.1634,-120.3686,"96121"
"1525","Corcoran","Kings",36.0847,-119.5612,"93212"
"1526","Laton","Fresno",36.4338,-119.6916,"93242"
"1527","Fruitdale","Santa Clara",37.312,-121.9355,"95128"
"1528","Littlerock","Los Angeles",34.5232,-117.9809,"93543"
"1529","Coarsegold","Madera",37.2526,-119.7,"93614"
"1530","Verdi","Sierra",39.5237,-120.0163,"89439 96111"
"1531","Fiddletown","Amador",38.5091,-120.7605,"95685 95629"
"1532","Lincoln Village","San Joaquin",38.0054,-121.334,"95207"
"1533","Agoura Hills","Los Angeles",34.151,-118.7608,"91301 91376"
"1534","Tomales","Marin",38.247,-122.9054,"94971"
"1535","Collierville","San Joaquin",38.2141,-121.2675,"95632 95220"
"1536","Ducor","Tulare",35.8943,-119.0456,"93218"
"1537","Buck Meadows","Mariposa",37.8127,-120.0653,"95321"
"1538","Volcano","Amador",38.4456,-120.6306,"95665 95689"
"1539","City Terrace","Los Angeles",34.05,-118.1828,"90063"
"1540","Soledad","Monterey",36.4434,-121.3432,"93960"
"1541","Durham","Butte",39.6232,-121.7874,"95965 95928 95938 95958"
"1542","Betteravia","Santa Barbara",34.9178,-120.5149,"93458"
"1543","Trinity Village","Trinity",40.8789,-123.5133,"95527 95563"
"1544","Lemoncove","Tulare",36.3827,-119.0245,"93244"
"1545","Cobb","Lake",38.8356,-122.7229,"95426"
"1546","Portola","Plumas",39.8241,-120.4732,"96122"
"1547","Sierra City","Sierra",39.574,-120.6297,"96125"
"1548","Acton","Los Angeles",34.4956,-118.1858,"93510"
"1549","Seville","Tulare",36.4856,-119.2247,"93292 93670"
"1550","Meridian","Sutter",39.1404,-121.9079,"95957"
"1551","Roseland","Sonoma",38.4216,-122.7297,"95407"
"1552","Newell","Modoc",41.8898,-121.3675,"96134"
"1553","Calimesa","Riverside",33.9873,-117.0542,"92223 92320"
"1554","Clipper Mills","Butte",39.5324,-121.1666,"95941 95930"
"1555","Baker","San Bernardino",35.2769,-116.0717,"92309"
"1556","Atascadero","San Luis Obispo",35.4827,-120.6858,"93422 93423"
"1557","Herlong","Lassen",40.1419,-120.1398,"96113"
"1558","Chester","Plumas",40.3017,-121.2339,"96020"
"1559","Wawona","Mariposa",37.5482,-119.6396,"95389"
"1560","Brownsville","Yuba",39.4732,-121.2691,"95919"
"1561","Galt","Sacramento",38.2671,-121.3034,"95632"
"1562","Belltown","Riverside",34.0117,-117.3834,"92509"
"1563","Joshua Tree","San Bernardino",34.1225,-116.3136,"92252"
"1564","Arroyo Grande","San Luis Obispo",35.1243,-120.5849,"93420 93421"
"1565","California City","Kern",35.1578,-117.872,"93505 93504"
"1566","Danville","Contra Costa",37.8121,-121.9698,"94526 94506"
"1567","Happy Camp","Siskiyou",41.8103,-123.3892,"96039 96049"
"1568","Oroville","Butte",39.5,-121.5647,"95965 95966 95940"
"1569","Huntington Beach","Orange",33.696,-118.0023,"92649 92646 92647 92648 90742 92605 92615"
"1570","Opal Cliffs","Santa Cruz",36.9608,-121.9641,"95062"
"1571","Altaville","Calaveras",38.0838,-120.5619,"95222"
"1572","Tobin","Plumas",39.9361,-121.2959,"95915"
"1573","Wallace","Calaveras",38.1978,-120.9586,"95254"
"1574","Cornell","Los Angeles",34.1145,-118.7779,"91301"
"1575","Greenville","Plumas",40.1336,-120.9454,"95947"
"1576","San Pablo","Contra Costa",37.9629,-122.3425,"94806"
"1577","Seal Beach","Orange",33.7542,-118.0714,"92649 90743 90740"
"1578","Tulare","Tulare",36.1996,-119.34,"93274 93275"
"1579","Summerland","Santa Barbara",34.4255,-119.5893,"93013 93067 93108"
"1580","Anchor Bay","Mendocino",38.8126,-123.5704,"95445"
"1581","Auburn Lake Trails","El Dorado",38.8916,-120.9849,"95614"
"1582","Rancho Mirage","Riverside",33.7625,-116.4273,"92270"
"1583","McFarland","Kern",35.6781,-119.2414,"93250"
"1584","Etna","Siskiyou",41.4582,-122.8947,"96027"
"1585","Arbuckle","Colusa",39.0141,-122.061,"95912"
"1586","Las Flores","Tehama",40.0722,-122.1573,"96035"
"1587","Lake Forest","Orange",33.6606,-117.6712,"92610 92679 92630"
"1588","Rosedale","Kern",35.3888,-119.2054,"93314"
"1589","Mira Monte","Ventura",34.4284,-119.2853,"93023 93022"
"1590","Highland","San Bernardino",34.1113,-117.1653,"92359 92410 92346 92369"
"1591","Pilot Hill","El Dorado",38.8349,-121.0144,"95664"
"1592","Hayfork","Trinity",40.561,-123.1299,"96041"
"1593","Sonoma","Sonoma",38.2902,-122.4598,"95476"
"1594","Trabuco Highlands","Orange",33.6147,-117.5664,"92679"
"1595","Kingsburg","Fresno",36.5241,-119.5608,"93631"
"1596","Rancho Rinconada","Santa Clara",37.3149,-122.003,"95014"
"1597","Silver City","Tulare",36.4638,-118.6508,"93271"
"1598","Los Molinos","Tehama",40.027,-122.0981,"96055"
"1599","Tehama","Tehama",40.0218,-122.1269,"96090"
"1600","Otay","San Diego",32.5948,-117.0645,"91911"
"1601","Avenal","Kings",36.0312,-120.116,"93204 93239"
"1602","Kaweah","Tulare",36.4697,-118.9184,"93271"
"1603","Fellows","Kern",35.178,-119.5472,"93224"
"1604","East Foothills","Santa Clara",37.3826,-121.8137,"95127"
"1605","Morro Bay","San Luis Obispo",35.3681,-120.8481,"93442 93443"
"1606","Darwin","Inyo",36.2688,-117.589,"93522"
"1607","Stallion Springs","Kern",35.0935,-118.6477,"93561"
"1608","New Cuyama","Santa Barbara",34.9422,-119.6808,"93254"
"1609","Likely","Modoc",41.2254,-120.5033,"96116"
"1610","Sespe","Ventura",34.4,-118.9504,"93015"
"1611","Boron","Kern",35.0164,-117.6659,"93516 93596"
"1612","Hayward","Alameda",37.6327,-122.0776,"94541 94542 94545 94544 94540 94543 94557"
"1613","French Camp","San Joaquin",37.8799,-121.2803,"95231"
"1614","Ferndale","Humboldt",40.5799,-124.2619,"95536"
"1615","Rowland Heights","Los Angeles",33.9716,-117.8911,"91748 91789"
"1616","Yuba City","Sutter",39.1357,-121.6381,"95991 95993"
"1617","Lynwood Hills","San Diego",32.6453,-117.0517,"91910"
"1618","West Bishop","Inyo",37.3571,-118.4543,"93514"
"1619","Guinda","Yolo",38.8274,-122.1985,"95637"
"1620","Novato","Marin",38.092,-122.5576,"94949 94945 94947 94998"
"1621","Sierraville","Sierra",39.575,-120.3638,"96126"
"1622","Olancha","Inyo",36.2704,-118.0015,"93549"
"1623","La Mesa","San Diego",32.7703,-117.0203,"91941 91942 91943 91944"
"1624","Montebello","Los Angeles",34.0155,-118.1107,"90640"
"1625","Canyondam","Plumas",40.1699,-121.0767,"95923 96137"
