COUNTY,CITY,ZIPCODE,VIOLATION_TYPE_NAME,ANALYTE_NAME,VIOL_BEGIN_DATE,VIOL_END_DATE
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SACRAMENTO,RIO VISTA,94571,"MCL, SINGLE SAMPLE",ARSENIC,7/1/15,9/30/15
SACRAMENTO,RIO VISTA,94571,"MCL, SINGLE SAMPLE",ARSENIC,7/1/15,9/30/15
SACRAMENTO,RIO VISTA,94571,"MCL, SINGLE SAMPLE",ARSENIC,7/1/15,9/30/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/17,6/30/17
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,4/1/17,6/30/17
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,7/1/17,9/30/17
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,7/1/17,9/30/17
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/17,12/31/17
SACRAMENTO,RIO VISTA,94571,"MCL,  AVERAGE",ARSENIC,10/1/17,12/31/17
SACRAMENTO,RANCHO MURIETA,95683,"MCL,  AVERAGE",TTHM,1/1/16,3/31/16
SACRAMENTO,RANCHO MURIETA,95683,"MCL,  AVERAGE",TTHM,1/1/16,3/31/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",ARSENIC,4/1/15,4/30/15
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",ARSENIC,4/1/15,4/30/15
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,10/1/15,12/31/15
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,10/1/15,12/31/15
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,1/1/16,3/31/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,1/1/16,3/31/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,4/1/16,6/30/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,4/1/16,6/30/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,7/1/16,9/30/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,7/1/16,9/30/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,10/1/16,12/31/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,10/1/16,12/31/16
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,1/1/17,3/31/17
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,1/1/17,3/31/17
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,4/1/17,6/30/17
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,4/1/17,6/30/17
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,7/1/17,9/30/17
SAN BENITO,HOLLISTER,95023,"MCL,  AVERAGE",COMBINED URANIUM,7/1/17,9/30/17
SAN BENITO,HOLLISTER,95023,"MCL, LRAA",TTHM,10/1/15,12/31/15
SAN BENITO,HOLLISTER,95023,"MCL, LRAA",TTHM,10/1/15,12/31/15
SAN BENITO,HOLLISTER,95023,"MCL, LRAA",TTHM,1/1/16,3/31/16
SAN BENITO,HOLLISTER,95023,"MCL, LRAA",TTHM,1/1/16,3/31/16
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,4/1/17,6/30/17
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,4/1/17,6/30/17
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,7/1/17,9/30/17
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,7/1/17,9/30/17
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10/1/17,12/31/17
SAN BENITO,SAN JUAN BAUTISTA,95045,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10/1/17,12/31/17
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/12,3/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/12,3/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/12,6/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/12,6/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/12,9/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/12,9/30/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/12,12/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/12,12/31/12
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/13,3/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/13,3/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/13,6/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/13,6/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/13,9/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/13,9/30/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/13,12/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/13,12/31/13
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/14,3/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/14,3/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/14,6/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/14,6/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/14,9/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/14,9/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/14,9/30/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/14,12/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/14,12/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/14,12/31/14
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/15,3/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/15,3/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/15,3/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/15,6/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/15,6/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/15,6/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,7/1/15,9/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/15,9/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,7/1/15,9/30/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,10/1/15,12/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/15,12/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,10/1/15,12/31/15
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,1/1/16,3/31/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/16,3/31/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,1/1/16,3/31/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",ARSENIC,4/1/16,6/30/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/16,6/30/16
SAN BERNARDINO,FORT IRWIN,92310,"MCL,  AVERAGE",FLUORIDE,4/1/16,6/30/16
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SAN BERNARDINO,TRONA,93592,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,4/1/14,6/30/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,4/1/14,6/30/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,7/1/14,9/30/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,7/1/14,9/30/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,10/1/14,12/31/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,10/1/14,12/31/14
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,1/1/15,3/31/15
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,1/1/15,3/31/15
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,4/1/15,6/30/15
SAN DIEGO,SANTEE,92071,"MCL,  AVERAGE",COMBINED URANIUM,4/1/15,6/30/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,9/1/13,9/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,9/1/13,9/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,6/1/13,6/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,6/1/13,6/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,11/1/13,11/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,11/1/13,11/30/13
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,3/1/14,3/31/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,3/1/14,3/31/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/14,6/30/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/14,6/30/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/14,9/30/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/14,9/30/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/14,12/31/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/14,12/31/14
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/15,3/31/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/15,3/31/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/15,6/30/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/15,6/30/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/15,9/30/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/15,9/30/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/15,12/31/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/15,12/31/15
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/16,3/31/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/16,3/31/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/16,6/30/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/16,6/30/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/16,9/30/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,7/1/16,9/30/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/16,12/31/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/16,12/31/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,10/1/16,12/31/16
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/17,3/31/17
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/17,3/31/17
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,1/1/17,3/31/17
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/17,6/30/17
SAN DIEGO,BORREGO SPRINGS,92004,"MCL,  AVERAGE",FLUORIDE,4/1/17,6/30/17
SAN DIEGO,JULIAN,92036,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,8/1/13,8/31/13
SAN DIEGO,JULIAN,92036,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,8/1/13,8/31/13
SAN DIEGO,JULIAN,92036,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,9/1/13,9/30/13
SAN DIEGO,JULIAN,92036,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,9/1/13,9/30/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/12,3/31/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/12,3/31/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/12,6/30/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/12,6/30/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/12,9/30/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/12,9/30/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/12,3/31/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/12,3/31/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/12,6/30/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/12,6/30/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/12,9/30/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/12,9/30/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/12,12/31/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/12,12/31/12
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/13,3/31/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/13,3/31/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/12,12/31/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/12,12/31/12
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/13,3/31/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/13,3/31/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/13,6/30/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/13,6/30/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/13,6/30/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/13,6/30/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/13,9/30/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/13,9/30/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/13,9/30/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/13,9/30/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/13,12/31/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/13,12/31/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/13,12/31/13
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/13,12/31/13
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/14,3/31/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/14,3/31/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/14,3/31/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/14,3/31/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/14,9/30/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,7/1/14,9/30/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/14,12/31/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,10/1/14,12/31/14
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/15,3/31/15
SAN DIEGO,CAMPO,91906,"MCL, SINGLE SAMPLE",NITRATE,1/1/15,3/31/15
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/14,6/30/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,4/1/14,6/30/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/14,9/30/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,7/1/14,9/30/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/14,12/31/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,10/1/14,12/31/14
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/15,3/31/15
SAN DIEGO,CAMPO,91906,"MCL,  AVERAGE",COMBINED URANIUM,1/1/15,3/31/15
SAN DIEGO,PAUMA VALLEY,92061,"MCL, SINGLE SAMPLE",NITRATE,1/1/16,3/31/16
