COUNTY,CITY,ZIPCODE,VIOLATION_TYPE_NAME,ANALYTE_NAME,VIOL_BEGIN_DATE,VIOL_END_DATE
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
FRESNO,SHAVER LAKE,93664,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, SINGLE SAMPLE",NITRATE,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/16,3/31/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/16,3/31/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/16,6/30/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/16,6/30/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/16,3/31/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/16,3/31/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/16,6/30/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/16,6/30/16
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/14,6/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,FIVE POINTS,93624,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
FRESNO,CANTUA CREEK,93608,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
FRESNO,CANTUA CREEK,93608,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
FRESNO,CANTUA CREEK,93608,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/13,2/28/13
FRESNO,CANTUA CREEK,93608,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,3/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,3/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,3/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/14,2/28/14
FRESNO,CANTUA CREEK,93608,RES DISINFECT CONCENTRATION (SWTR),SWTR,2/1/14,2/28/14
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/13,12/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/13,12/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/14,3/31/14
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/14,3/31/14
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/13,12/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,10/1/13,12/31/13
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/14,3/31/14
FRESNO,CANTUA CREEK,93608,"MCL,  AVERAGE",TTHM,1/1/14,3/31/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/14,9/30/14
FRESNO,COALINGA,93210,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,9/1/15,9/30/15
FRESNO,COALINGA,93210,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,9/1/15,9/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/14,12/31/14
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,1/1/15,3/31/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,4/1/15,6/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,7/1/15,9/30/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,COALINGA,93210,"MCL, LRAA",TTHM,10/1/15,12/31/15
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
FRESNO,RIVERDALE,93656,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,1/1/12,3/31/12
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,4/1/12,6/30/12
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/12
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,10/1/12,12/31/12
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,1/1/13,3/31/13
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,4/1/13,6/30/13
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,7/1/13,9/30/13
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,10/1/13,12/31/13
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,1/1/14,3/31/14
FRESNO,TRANQUILLITY,93668,"MCL,  AVERAGE",ARSENIC,4/1/14,6/30/14
HUMBOLDT,WHITETHORN,95589,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/16,2/29/16
HUMBOLDT,WHITETHORN,95589,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,9/1/16,9/30/16
HUMBOLDT,WHITETHORN,95589,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/16,12/31/16
HUMBOLDT,WHITETHORN,95589,SINGLE COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/17,1/31/17
HUMBOLDT,WHITETHORN,95589,SINGLE COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/17,1/31/17
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,1/1/16,3/31/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,1/1/16,3/31/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,4/1/16,4/30/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,4/1/16,4/30/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,5/1/16,5/31/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,5/1/16,5/31/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/16,12/31/16
HUMBOLDT,REDCREST,95569,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/16,12/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/14,2/28/14
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/14,2/28/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/16,1/31/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/16,1/31/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/14,10/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/14,10/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,11/1/14,11/30/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,11/1/14,11/30/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,12/1/14,12/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,12/1/14,12/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/14,2/28/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/14,2/28/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,3/1/14,3/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,3/1/14,3/31/14
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,2/1/16,2/29/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,2/1/16,2/29/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,3/1/16,3/31/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,3/1/16,3/31/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,4/1/16,4/30/16
HUMBOLDT,ORLEANS,95556,MONTHLY COMB. FILTER EFFLUENT (SWTR,TURBIDITY,4/1/16,4/30/16
HUMBOLDT,TRINIDAD,95570,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,4/1/14,4/30/14
HUMBOLDT,TRINIDAD,95570,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,4/1/14,4/30/14
HUMBOLDT,SCOTIA,95563,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/16,1/31/16
HUMBOLDT,SCOTIA,95563,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/16,1/31/16
HUMBOLDT,TRINIDAD,95570,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),10/1/14,12/31/14
HUMBOLDT,TRINIDAD,95570,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),10/1/14,12/31/14
HUMBOLDT,TRINIDAD,95570,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),4/1/12,6/30/12
HUMBOLDT,TRINIDAD,95570,"MCL,  AVERAGE",TOTAL HALOACETIC ACIDS (HAA5),4/1/12,6/30/12
HUMBOLDT,WEOTT,95571,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
HUMBOLDT,WEOTT,95571,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
HUMBOLDT,WEOTT,95571,RES DISINFECT CONCENTRATION (SWTR),SWTR,1/1/12,1/31/12
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,1/1/16,1/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,1/1/16,1/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,1/1/16,1/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,3/1/16,3/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,3/1/16,3/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,3/1/16,3/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/16,2/29/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,2/1/16,2/29/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/16,10/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,10/1/16,10/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,11/1/16,11/30/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,11/1/16,11/30/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,12/1/16,12/31/16
HUMBOLDT,WEOTT,95571,MONTHLY COMB FLTR EFFLUENT (IESWTR/LT1),IESWTR,12/1/16,12/31/16
HUMBOLDT,WEOTT,95571,SINGLE COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/17,3/31/17
HUMBOLDT,WEOTT,95571,SINGLE COMB FLTR EFFLUENT (IESWTR/LT1),TURBIDITY,1/1/17,3/31/17
IMPERIAL,PALO VERDE,92266,"MCL,  AVERAGE",GROSS ALPHA PARTICLE ACTIVITY,7/1/12,12/31/12
IMPERIAL,PALO VERDE,92266,"MCL,  AVERAGE",GROSS ALPHA PARTICLE ACTIVITY,7/1/12,12/31/12
IMPERIAL,PALO VERDE,92266,"MCL,  AVERAGE",COMBINED URANIUM,7/1/12,12/31/12
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/13
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",ARSENIC,7/1/12,9/30/13
IMPERIAL,CALEXICO,92231,FAILURE TO FILTER (SWTR),SWTR,1/16/15,12/15/16
IMPERIAL,CALEXICO,92231,FAILURE TO FILTER (SWTR),SWTR,1/16/15,12/15/16
IMPERIAL,EL CENTRO,92243,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
IMPERIAL,EL CENTRO,92243,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,7/1/14,9/30/14
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,7/1/14,9/30/14
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,10/1/14,12/31/14
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,10/1/14,12/31/14
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,1/1/15,3/31/15
IMPERIAL,BRAWLEY,92227,"MCL,  AVERAGE",TTHM,1/1/15,3/31/15
IMPERIAL,CALEXICO,92231,"MCL,  AVERAGE",TTHM,7/1/14,9/30/14
IMPERIAL,CALEXICO,92231,"MCL,  AVERAGE",TTHM,7/1/14,9/30/14
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,4/1/12,6/30/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,1/1/13,3/31/13
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,4/1/13,6/30/13
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
IMPERIAL,HOLTVILLE,92250,"MCL,  AVERAGE",TTHM,7/1/13,9/30/13
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),1/1/16,3/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),1/1/16,3/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),3/1/16,5/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),3/1/16,5/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/14,9/30/14
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/14,9/30/14
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,10/1/14,12/31/14
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,10/1/14,12/31/14
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,1/1/15,3/31/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,1/1/15,3/31/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,4/1/15,6/30/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,4/1/15,6/30/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/15,9/30/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/15,9/30/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,10/1/15,12/31/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,10/1/15,12/31/15
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,1/1/16,3/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,1/1/16,3/31/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,4/1/16,6/30/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,4/1/16,6/30/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/16,9/30/16
IMPERIAL,HOLTVILLE,92250,"MCL, LRAA",TTHM,7/1/16,9/30/16
IMPERIAL,HEBER,92249,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
IMPERIAL,HEBER,92249,"MCL,  AVERAGE",TTHM,1/1/12,3/31/12
IMPERIAL,HEBER,92249,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
IMPERIAL,HEBER,92249,"MCL,  AVERAGE",TTHM,7/1/12,9/30/12
IMPERIAL,HEBER,92249,"MCL,  AVERAGE",TTHM,10/1/12,12/31/12
